,P001_WA1,P001_WA2,P001_WA3,P001_WA4,P001_WA5,P001_WA6,P001_WA7,P001_WA8,P001_WA9,P001_WB1,P001_WB2,P001_WB3,P001_WB4,P001_WB5,P001_WB6,P001_WB7,P001_WB8,P001_WB9,P001_WC1,P001_WC2,P001_WC3,P001_WC4,P001_WC5,P001_WC6,P001_WC7,P001_WC8,P001_WC9,P001_WD1,P001_WD2,P001_WD3,P001_WD4,P001_WD5,P001_WD6,P001_WD7,P001_WD8,P001_WD9,P001_WE1,P001_WE3,P001_WE4,P001_WE5,P001_WE6,P001_WE7,P001_WE8,P001_WE9,P001_WF1,P001_WF2,P001_WF3,P001_WF4,P001_WF5,P001_WF6,P001_WF7,P001_WF8,P001_WF9,P001_WG1,P001_WG2,P001_WG3,P001_WG4,P001_WG5,P001_WG6,P001_WG7,P001_WG8,P001_WH1,P001_WH2,P001_WH3,P001_WH4,P001_WH5,P001_WH6,P001_WH7,P001_WH8,P002_WA01,P002_WA02,P002_WA03,P002_WA04,P002_WA05,P002_WA06,P002_WA07,P002_WA08,P002_WA09,P002_WA10,P002_WA11,P002_WB01,P002_WB02,P002_WB03,P002_WB04,P002_WB05,P002_WB06,P002_WB07,P002_WB08,P002_WB09,P002_WB10,P002_WB11,P002_WC01,P002_WC02,P002_WC03,P002_WC04,P002_WC05,P002_WC06,P002_WC07,P002_WC09,P002_WC10,P002_WC11,P002_WD01,P002_WD02,P002_WD03,P002_WD04,P002_WD05,P002_WD06,P002_WD07,P002_WD08,P002_WD09,P002_WD10,P002_WE01,P002_WE02,P002_WE03,P002_WE04,P002_WE05,P002_WE06,P002_WE07,P002_WE08,P002_WE09,P002_WE10,P002_WF01,P002_WF02,P002_WF03,P002_WF04,P002_WF05,P002_WF06,P002_WF07,P002_WF08,P002_WF09,P002_WF10,P002_WG01,P002_WG02,P002_WG03,P002_WG04,P002_WG05,P002_WG06,P002_WG07,P002_WG08,P002_WG09,P002_WG10,P002_WH01,P002_WH02,P002_WH03,P002_WH04,P002_WH05,P002_WH06,P002_WH07,P002_WH08,P002_WH09,P002_WH10,P001_WE2,P002_WC08,P002_WD11
P002_WE06,0.0190868791,0.0188009092,0.0220653306,0.0335728046,0.0319507795,0.0283577151,0.0200673294,0.0228941226,0.0262483488,0.0197567822,0.0177821681,0.0202808705,0.0311973555,0.0322207342,0.0258011668,0.0183390108,0.0243929706,0.0267578947,0.0178564471,0.0176379787,0.0218895262,0.0309258578,0.0292649459,0.0274213858,0.0194137614,0.0242361822,0.0262742446,0.0363885056,0.0173804911,0.0212319498,0.0302656149,0.0317474946,0.0277944172,0.0192858916,0.0233060011,0.0556981335,0.0364755084,0.0216620966,0.0303074320,0.0284028500,0.0271607272,0.0242646330,0.0250826595,0.0550519147,0.0350096789,0.0169992177,0.0376227383,0.0323597745,0.0275527836,0.0190519325,0.0248821342,0.0242443094,0.0555161267,0.0187199044,0.0179785475,0.0382405997,0.0313791363,0.0357008556,0.0196255569,0.0236239879,0.0237568637,0.0180269573,0.0185657958,0.0375875839,0.0321898015,0.0274514483,0.0197663524,0.0231977753,0.0261191729,0.0181442784,0.0370018499,0.0179896395,0.0328101723,0.0269141403,0.0162549347,0.0156186055,0.0157112507,0.0165788513,0.0620981463,0.1497669722,0.0162972499,0.0352486079,0.0186852969,0.0188917978,0.0213858788,0.0166273948,0.0151162907,0.0154969404,0.0164032161,0.0518153365,0.1472110273,0.0352347041,0.0368153550,0.0160156925,0.0194058285,0.0206118757,0.0165886073,0.0164257440,0.0166038202,0.0419514956,0.1412164473,0.0347378423,0.0357596177,0.0165982574,0.0191445154,0.0208137422,0.0161331916,0.0160921171,0.0155110218,0.0168952919,0.0553659120,0.0355974903,0.0359501873,0.0319442439,0.0234622140,0.0248280321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE07,0.0185218615,0.0172097944,0.0216171453,0.0317040861,0.0310084649,0.0277595674,0.0202476925,0.0231244042,0.0265016295,0.0191028688,0.0162151598,0.0199617790,0.0308543771,0.0308133750,0.0264197911,0.0178077097,0.0245935347,0.0265249293,0.0162022803,0.0180258669,0.0225543938,0.0287559040,0.0282708113,0.0269180769,0.0179621562,0.0239249582,0.0255756432,0.0373169820,0.0169559274,0.0207568336,0.0287711296,0.0306775638,0.0272784144,0.0180158780,0.0241616330,0.0557060726,0.0363628271,0.0211726175,0.0297330048,0.0278882751,0.0264075456,0.0243337507,0.0243559490,0.0543080121,0.0345296751,0.0166299152,0.0363936347,0.0310811344,0.0266206336,0.0190750707,0.0246801386,0.0237628695,0.0548170286,0.0172224147,0.0174221655,0.0367214130,0.0306712362,0.0356662008,0.0196962397,0.0237573373,0.0234467389,0.0176437216,0.0187113932,0.0367488997,0.0315118950,0.0271420123,0.0199968066,0.0224115305,0.0259226304,0.0179519404,0.0360591498,0.0168610973,0.0314383746,0.0266045184,0.0160104112,0.0154037932,0.0155735681,0.0165293523,0.0614332704,0.1501918914,0.0166390725,0.0365289898,0.0172463805,0.0191572115,0.0203069830,0.0156650666,0.0149413314,0.0155402097,0.0163995309,0.0515302989,0.1473430042,0.0351103068,0.0363679421,0.0158642426,0.0192011283,0.0213024607,0.0159605992,0.0157098407,0.0170942953,0.0412507240,0.1417549457,0.0341900750,0.0348606067,0.0173027927,0.0180984662,0.0205079302,0.0163340626,0.0158509298,0.0141023481,0.0159829885,0.0551638784,0.0350538964,0.0361411332,0.0310150953,0.0233212858,0.0253711981,0.0159567262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE08,0.0170550538,0.0171703504,0.0202697972,0.0300922399,0.0297190301,0.0272815025,0.0192462713,0.0227761914,0.0259347716,0.0183951327,0.0168057104,0.0193131678,0.0292480960,0.0303572663,0.0245835477,0.0188180826,0.0232509183,0.0257091516,0.0167307398,0.0171597771,0.0209017968,0.0283613440,0.0282721943,0.0262034130,0.0179678106,0.0228306986,0.0249409103,0.0356721299,0.0170116728,0.0205282478,0.0283133421,0.0302249087,0.0263678212,0.0172790115,0.0226152325,0.0534364914,0.0347403670,0.0196901157,0.0289089428,0.0265484399,0.0247192072,0.0245833910,0.0238819059,0.0531790087,0.0328690513,0.0164068203,0.0355464024,0.0296771123,0.0263489462,0.0186006042,0.0236673999,0.0233772860,0.0537840004,0.0161967321,0.0168610181,0.0361991903,0.0303111641,0.0350053136,0.0188791996,0.0232613580,0.0219876937,0.0179659314,0.0166659846,0.0357328580,0.0298053943,0.0264665756,0.0191683935,0.0210775033,0.0254367067,0.0164188284,0.0356378098,0.0165619522,0.0315499905,0.0265354571,0.0164974036,0.0153958250,0.0151905052,0.0152983680,0.0598977401,0.1468682727,0.0154946113,0.0338729659,0.0164177519,0.0180261980,0.0198835827,0.0164879456,0.0151240272,0.0141691974,0.0152954771,0.0510160038,0.1453361718,0.0338809405,0.0350899956,0.0149814365,0.0177552595,0.0196427563,0.0159796370,0.0152859473,0.0163203356,0.0409153808,0.1393416574,0.0341065569,0.0339579692,0.0168566358,0.0182121332,0.0189060479,0.0160107736,0.0153269520,0.0151915963,0.0157649285,0.0541168502,0.0351129948,0.0348701177,0.0316260260,0.0217688473,0.0243743125,0.0153758632,0.0153079378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE09,0.0189157611,0.0183641219,0.0205640652,0.0327707095,0.0317266188,0.0284507491,0.0200050846,0.0234793649,0.0272841971,0.0199222415,0.0178116213,0.0203754482,0.0307760055,0.0316080504,0.0259811381,0.0198249642,0.0245841618,0.0268234172,0.0177759925,0.0184496803,0.0227052380,0.0304627228,0.0291703501,0.0275593361,0.0192295703,0.0239032083,0.0266836004,0.0369527861,0.0169963429,0.0214612922,0.0299435465,0.0325778844,0.0276421061,0.0185271145,0.0234527645,0.0552648774,0.0361170727,0.0212067069,0.0299127507,0.0283990181,0.0264430089,0.0254137853,0.0248671399,0.0541397430,0.0331497752,0.0185942050,0.0365402351,0.0310305548,0.0271919484,0.0199562838,0.0247355399,0.0242024758,0.0551856331,0.0172608669,0.0190067653,0.0378800203,0.0314735540,0.0355783820,0.0191433788,0.0250642667,0.0240606763,0.0190618113,0.0188324853,0.0366888575,0.0319739005,0.0279548129,0.0194909719,0.0225956920,0.0263033550,0.0177316669,0.0361505937,0.0180094718,0.0326194334,0.0271941051,0.0171227942,0.0164873106,0.0171329345,0.0162902768,0.0613452211,0.1476032932,0.0168613780,0.0349694590,0.0185317807,0.0200083168,0.0208760955,0.0172068597,0.0167202788,0.0162213630,0.0143963116,0.0520802829,0.1465386976,0.0345937041,0.0358464848,0.0172328501,0.0190003670,0.0199626871,0.0168825786,0.0172799948,0.0165377986,0.0417773987,0.1410902505,0.0341384879,0.0348562831,0.0177903316,0.0188455217,0.0201318020,0.0173768657,0.0168563676,0.0165524178,0.0162798500,0.0557222991,0.0359548728,0.0359988687,0.0330337111,0.0231550677,0.0253095802,0.0177715618,0.0173005526,0.0159175986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE10,0.0542267876,0.0533142849,0.0554907144,0.0541864251,0.0534866423,0.0529838772,0.0542802528,0.0538523312,0.0525462599,0.0553978819,0.0529542510,0.0531043309,0.0533137627,0.0547153097,0.0535546296,0.0553340271,0.0539984812,0.0537517409,0.0522113824,0.0531340149,0.0548889565,0.0510770998,0.0519398898,0.0548577618,0.0538407991,0.0538744132,0.0533004657,0.0520285555,0.0526664469,0.0548189614,0.0524551636,0.0535466632,0.0549913051,0.0551117345,0.0538819165,0.0213177841,0.0537167587,0.0534018450,0.0523479044,0.0520349205,0.0543394098,0.0545180315,0.0538605377,0.0212501453,0.0499404954,0.0530845566,0.0517364533,0.0542139176,0.0517219879,0.0548472159,0.0549497906,0.0537532097,0.0217657141,0.0543145304,0.0518346711,0.0506296866,0.0540341442,0.0528255903,0.0537021679,0.0534577627,0.0532417911,0.0547094671,0.0550690780,0.0492422490,0.0540830493,0.0532226953,0.0540539746,0.0529023591,0.0529372495,0.0530067603,0.0477992110,0.0535093905,0.0461766334,0.0539738029,0.0532184982,0.0524215819,0.0535276027,0.0516449824,0.0509704315,0.1403819137,0.0521970308,0.0489215305,0.0533499503,0.0531344680,0.0532408420,0.0538886197,0.0520296720,0.0540993742,0.0519943440,0.0448673704,0.1374962898,0.0485405338,0.0487328614,0.0532522025,0.0539844213,0.0531331333,0.0540325495,0.0539287858,0.0527228622,0.0368291137,0.1326629183,0.0467173779,0.0473992578,0.0544062612,0.0522143007,0.0533180711,0.0531606439,0.0527082146,0.0524054228,0.0521684123,0.0059460103,0.0482755366,0.0474552419,0.0475455266,0.0530685499,0.0556522277,0.0538461951,0.0532436820,0.0519099708,0.0536218183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF01,0.0352758946,0.0338571338,0.0336996930,0.0308408777,0.0298490151,0.0331684182,0.0348318717,0.0340468276,0.0332766600,0.0361884453,0.0334412183,0.0328480869,0.0293231657,0.0294825295,0.0342377276,0.0351272932,0.0348955791,0.0331196554,0.0330076689,0.0336010282,0.0346835633,0.0293862711,0.0280822305,0.0341375843,0.0338370349,0.0342888415,0.0324225153,0.0340385683,0.0339133524,0.0336762812,0.0292518358,0.0292359208,0.0349411764,0.0348157871,0.0344455543,0.0480373795,0.0335256402,0.0327776466,0.0290685918,0.0320615355,0.0356111922,0.0352122172,0.0348460981,0.0472385461,0.0315654639,0.0330159712,0.0282155817,0.0299439596,0.0308916010,0.0352625554,0.0360307331,0.0338627019,0.0478125705,0.0340267214,0.0330962602,0.0281525815,0.0293085891,0.0337214823,0.0342142685,0.0353606188,0.0349338135,0.0340507088,0.0348468950,0.0277028649,0.0296490068,0.0324452806,0.0337518491,0.0343660319,0.0328204898,0.0342234813,0.0270758167,0.0340924695,0.0315708104,0.0346384688,0.0337056646,0.0337948417,0.0337120518,0.0336078947,0.0556020186,0.1352835012,0.0329654952,0.0276883253,0.0333020598,0.0339555848,0.0339947652,0.0342696009,0.0335459593,0.0343176703,0.0334498035,0.0489575620,0.1318907013,0.0288079657,0.0268894052,0.0340146383,0.0340629412,0.0339204069,0.0344997829,0.0350047336,0.0346980992,0.0398000842,0.1264775417,0.0280980893,0.0263696953,0.0354701486,0.0330827943,0.0339908040,0.0338528403,0.0333924406,0.0344194932,0.0336740194,0.0491236164,0.0274096558,0.0263846846,0.0312915049,0.0340084832,0.0353780120,0.0344996990,0.0342069147,0.0335699008,0.0345901228,0.0475336275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF02,0.0377551776,0.0369504075,0.0374210079,0.0321272027,0.0312769124,0.0360341205,0.0368663024,0.0364558823,0.0365281315,0.0389481014,0.0357544290,0.0351790899,0.0312498335,0.0309216667,0.0376590185,0.0381370415,0.0371178437,0.0364146520,0.0355387048,0.0364261731,0.0356952793,0.0311884510,0.0301468087,0.0380180682,0.0364829806,0.0363620167,0.0363927599,0.0346378455,0.0367350087,0.0360312891,0.0300492360,0.0312258570,0.0378814103,0.0381911474,0.0368665382,0.0501073088,0.0344000278,0.0351966335,0.0306485326,0.0337092504,0.0373533648,0.0379018962,0.0371775311,0.0495497907,0.0329170221,0.0368156892,0.0286084531,0.0317837141,0.0321705643,0.0371603002,0.0382306835,0.0368876276,0.0514007260,0.0366706592,0.0359410313,0.0291395517,0.0314251729,0.0352410654,0.0347295933,0.0379752771,0.0371272724,0.0361378363,0.0381397775,0.0287608108,0.0320869740,0.0337927116,0.0356174908,0.0358747656,0.0344226748,0.0362997296,0.0276619903,0.0363471185,0.0320533728,0.0370985471,0.0359060122,0.0351501518,0.0362936498,0.0348536033,0.0574493572,0.1403757153,0.0354952458,0.0281811941,0.0372041249,0.0358522957,0.0357850367,0.0359216510,0.0361250288,0.0370195115,0.0363248090,0.0486847988,0.1371841392,0.0289374531,0.0268054734,0.0371227943,0.0368302384,0.0355457028,0.0362887069,0.0375490760,0.0368685902,0.0392226780,0.1315420319,0.0280900340,0.0278475698,0.0376970557,0.0353444436,0.0357043667,0.0356153373,0.0369116755,0.0365798610,0.0353650434,0.0509547733,0.0286855240,0.0284735594,0.0318551349,0.0357877947,0.0384067657,0.0367475833,0.0364267206,0.0355592462,0.0366020376,0.0493408889,0.0276805373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF03,0.0377261305,0.0362114546,0.0381296795,0.0378222966,0.0367134827,0.0362625550,0.0370724757,0.0374288906,0.0358538166,0.0390676174,0.0358098138,0.0360220412,0.0366503107,0.0376717290,0.0354212145,0.0382540284,0.0374280984,0.0362994719,0.0354627780,0.0361552974,0.0374694876,0.0361320480,0.0345127624,0.0368888455,0.0365895278,0.0373817048,0.0357847266,0.0337661184,0.0358353410,0.0381617728,0.0357622977,0.0373066576,0.0359373378,0.0386883456,0.0382406950,0.0519661365,0.0319689203,0.0353366942,0.0365005747,0.0359958781,0.0373088367,0.0383079326,0.0384725977,0.0510884903,0.0326005710,0.0357776744,0.0359536536,0.0375762694,0.0341476754,0.0364809477,0.0385369525,0.0370815312,0.0521795785,0.0369079670,0.0359190323,0.0352305982,0.0370376221,0.0346023055,0.0370436976,0.0377048235,0.0374829205,0.0366575733,0.0386353325,0.0351031670,0.0380313329,0.0360588254,0.0364987641,0.0374898156,0.0355123241,0.0361334178,0.0347336255,0.0354400225,0.0290279423,0.0356475363,0.0356234039,0.0346668418,0.0372102808,0.0354270110,0.0586555628,0.1432388679,0.0352910439,0.0351325322,0.0360074738,0.0362563141,0.0346479241,0.0363505759,0.0356863975,0.0376521493,0.0364000935,0.0485854435,0.1398634732,0.0338267456,0.0347903768,0.0378312500,0.0371086044,0.0362526303,0.0358861173,0.0374808252,0.0358471273,0.0398099107,0.1334537644,0.0328232059,0.0339299782,0.0381265340,0.0344457174,0.0371151532,0.0364454888,0.0358920884,0.0355434458,0.0355197715,0.0519751879,0.0344056870,0.0354572396,0.0302001445,0.0368613610,0.0377394540,0.0368947517,0.0357728809,0.0361425704,0.0373761091,0.0500709442,0.0326129840,0.0357142613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF04,0.0224586599,0.0225982999,0.0234910635,0.0311670211,0.0305501348,0.0267610059,0.0225066339,0.0204237555,0.0246807651,0.0240125708,0.0235115029,0.0223536179,0.0292221486,0.0298261858,0.0235254620,0.0241542220,0.0199904112,0.0236734712,0.0226518614,0.0221183126,0.0244209512,0.0292338444,0.0284880561,0.0261913619,0.0217626012,0.0199578536,0.0241423454,0.0354427693,0.0221913943,0.0232022942,0.0292565001,0.0296049618,0.0257454281,0.0231043386,0.0206098015,0.0539874966,0.0352946744,0.0239528526,0.0289383532,0.0258218612,0.0249619526,0.0215644792,0.0200098523,0.0535630642,0.0335505822,0.0227041288,0.0374305080,0.0303568372,0.0253528236,0.0217885273,0.0216880563,0.0187735036,0.0542286971,0.0218059059,0.0228578773,0.0375235515,0.0301149262,0.0355697454,0.0227106600,0.0218348357,0.0198209602,0.0241492587,0.0238577560,0.0363282801,0.0306988338,0.0257209132,0.0216943569,0.0196742039,0.0231575467,0.0229152464,0.0352605071,0.0231035908,0.0324809789,0.0255580863,0.0230942654,0.0227177538,0.0233797040,0.0225189201,0.0597602082,0.1476125749,0.0218468726,0.0352430387,0.0232831304,0.0221809266,0.0233397997,0.0237113596,0.0222222404,0.0228224682,0.0224132465,0.0514338354,0.1445838547,0.0350134504,0.0359180923,0.0230971442,0.0220830173,0.0225367738,0.0226061035,0.0241091339,0.0235234115,0.0418091373,0.1388769653,0.0338522292,0.0355444965,0.0243654285,0.0218144947,0.0238825738,0.0228919269,0.0227245732,0.0230619293,0.0229237361,0.0548518815,0.0350941905,0.0355638496,0.0317487494,0.0174381916,0.0213438045,0.0235837966,0.0239711548,0.0228056459,0.0238139942,0.0527898576,0.0342982444,0.0355703942,0.0362043852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF05,0.0234050647,0.0239099403,0.0242505049,0.0319629647,0.0306974951,0.0269828739,0.0237524725,0.0233013300,0.0257531606,0.0245435178,0.0239105599,0.0234370774,0.0301119444,0.0308831579,0.0239647574,0.0246915653,0.0223112400,0.0249723840,0.0225875137,0.0222776036,0.0253044824,0.0298114144,0.0287154712,0.0259403415,0.0238497288,0.0226822155,0.0252748830,0.0364980528,0.0219633080,0.0245616109,0.0298360139,0.0308105305,0.0267256879,0.0240872443,0.0229136233,0.0554553139,0.0361154547,0.0243461162,0.0293212343,0.0271051156,0.0260931424,0.0224551299,0.0228951553,0.0542888941,0.0341343639,0.0232527980,0.0377616792,0.0316568163,0.0259977750,0.0235847130,0.0224228655,0.0213049889,0.0558109958,0.0230322034,0.0224376863,0.0381744827,0.0309699060,0.0358205200,0.0236110481,0.0217955385,0.0213003553,0.0240448413,0.0246248365,0.0358638970,0.0317774463,0.0271078861,0.0238965003,0.0216216984,0.0256033589,0.0233170242,0.0365876525,0.0239219954,0.0326763475,0.0272862541,0.0237110446,0.0236412620,0.0228865708,0.0229162501,0.0615763777,0.1474040522,0.0214755542,0.0356495944,0.0228919884,0.0235493382,0.0236504541,0.0236721802,0.0224876452,0.0227975610,0.0219064308,0.0518240762,0.1445684606,0.0354969223,0.0363705038,0.0229019724,0.0227369037,0.0232157280,0.0231970363,0.0244122210,0.0241076161,0.0412183305,0.1407433358,0.0349827802,0.0356257204,0.0243547768,0.0224726132,0.0236931324,0.0234528644,0.0226817069,0.0229799803,0.0234507612,0.0546964911,0.0360370363,0.0363561748,0.0320153916,0.0212957984,0.0141476052,0.0240404190,0.0239425818,0.0228926767,0.0245243081,0.0527143892,0.0347541787,0.0372573407,0.0362728756,0.0214861426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF06,0.0181781936,0.0176416396,0.0211291237,0.0321457156,0.0312958771,0.0276947105,0.0192284844,0.0223745428,0.0263127010,0.0181184879,0.0165549170,0.0200433601,0.0308642132,0.0313945734,0.0251045880,0.0178895915,0.0230280533,0.0257523194,0.0166053230,0.0170582180,0.0216358282,0.0297713639,0.0289183554,0.0272391281,0.0182874143,0.0227624492,0.0254601921,0.0368550788,0.0162364676,0.0215570441,0.0295976216,0.0314980779,0.0268341637,0.0181431741,0.0235546872,0.0552426004,0.0348365558,0.0210128191,0.0302614891,0.0270665162,0.0264279085,0.0241262880,0.0241936355,0.0540276304,0.0343693769,0.0167478877,0.0374334307,0.0316628342,0.0265061348,0.0188312475,0.0245004822,0.0235442659,0.0556264601,0.0173494312,0.0170756888,0.0384590597,0.0311011503,0.0360490342,0.0192372637,0.0235714824,0.0228183351,0.0175106613,0.0176686212,0.0362946111,0.0313432395,0.0271779645,0.0190124635,0.0219008159,0.0258093583,0.0171496126,0.0366434698,0.0171759335,0.0322352257,0.0273319188,0.0164879448,0.0153996687,0.0155403000,0.0159436070,0.0611908897,0.1490465373,0.0154492908,0.0349987775,0.0168894140,0.0185519193,0.0208022170,0.0162584076,0.0152098010,0.0145500059,0.0154392391,0.0520187902,0.1462310258,0.0349583568,0.0366600053,0.0149510412,0.0187421390,0.0204545488,0.0161696934,0.0153760728,0.0168773845,0.0413812010,0.1415127508,0.0345839549,0.0352201549,0.0154979909,0.0178126841,0.0204329339,0.0160970211,0.0154503120,0.0144691048,0.0167078781,0.0552004908,0.0357115504,0.0362297599,0.0328004998,0.0229414603,0.0244555085,0.0140566667,0.0157808310,0.0142429342,0.0168649996,0.0532861203,0.0339970176,0.0365188045,0.0370197632,0.0230247301,0.0232074178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF07,0.0179541150,0.0184622340,0.0206996637,0.0328696239,0.0322459680,0.0287319465,0.0200971845,0.0231780776,0.0265147903,0.0192065390,0.0175635839,0.0199568829,0.0308682948,0.0324001907,0.0265117885,0.0185742304,0.0235688077,0.0267886597,0.0174512312,0.0177649250,0.0221574750,0.0307242286,0.0292289221,0.0271732147,0.0187609481,0.0231589715,0.0263363310,0.0364707217,0.0163012530,0.0212415109,0.0298836098,0.0322171177,0.0277822274,0.0181965817,0.0245457529,0.0566961020,0.0363715002,0.0217607314,0.0299731512,0.0281710024,0.0260353597,0.0237530424,0.0250058410,0.0557634248,0.0340362614,0.0170714608,0.0374826510,0.0318469461,0.0270902780,0.0194737603,0.0232604407,0.0236281676,0.0567475321,0.0181510596,0.0174078571,0.0384942771,0.0316117639,0.0363313754,0.0191966659,0.0240317497,0.0223753700,0.0184284107,0.0178841676,0.0372699871,0.0322939894,0.0281832272,0.0193523154,0.0226753845,0.0267473775,0.0174412286,0.0365936499,0.0174583453,0.0327021153,0.0281638777,0.0162025256,0.0163372728,0.0145486697,0.0149879052,0.0616827318,0.1484210397,0.0159871550,0.0360347899,0.0170821682,0.0195344617,0.0213493037,0.0169456133,0.0158067584,0.0147641157,0.0153296947,0.0517062893,0.1468394699,0.0348954867,0.0362937652,0.0158779562,0.0188305550,0.0203261881,0.0157140298,0.0158120197,0.0177785181,0.0411826666,0.1414570733,0.0347429660,0.0354820190,0.0165554178,0.0183454624,0.0206590468,0.0167255756,0.0160061707,0.0145622621,0.0170245309,0.0569105592,0.0354760525,0.0365044152,0.0324933327,0.0233384930,0.0248046950,0.0159552365,0.0151425252,0.0144083836,0.0156767547,0.0542002689,0.0343937768,0.0373460247,0.0379236968,0.0232138030,0.0231732661,0.0148049284,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF08,0.0189847088,0.0189546513,0.0216829287,0.0334249401,0.0321747483,0.0284576338,0.0187933915,0.0238243539,0.0269039913,0.0194700203,0.0178145340,0.0202268670,0.0320787221,0.0328393272,0.0260242551,0.0195513231,0.0238633128,0.0266146432,0.0174424628,0.0170918472,0.0226521521,0.0307596020,0.0293643197,0.0282156732,0.0182325465,0.0240821945,0.0266574897,0.0369732440,0.0176875769,0.0223140607,0.0306996336,0.0323920596,0.0273942543,0.0186942442,0.0244420314,0.0574999567,0.0365444954,0.0218857938,0.0311963207,0.0289067704,0.0267289220,0.0250130974,0.0250147120,0.0561404868,0.0344337423,0.0176033108,0.0388028405,0.0326089426,0.0277302077,0.0192661491,0.0247114247,0.0238097948,0.0567741822,0.0178595503,0.0177947363,0.0388281443,0.0328260108,0.0371579634,0.0205698843,0.0239893631,0.0232300995,0.0194030871,0.0186119850,0.0375747889,0.0332898504,0.0282422161,0.0199441904,0.0232587455,0.0267989844,0.0174246859,0.0370086870,0.0174353417,0.0327764662,0.0273048820,0.0179296548,0.0169652283,0.0160649359,0.0162044349,0.0623360913,0.1505319324,0.0172450580,0.0362915679,0.0177304262,0.0192505738,0.0213522918,0.0181115248,0.0156978306,0.0159759498,0.0159283811,0.0522153758,0.1483779931,0.0357417456,0.0371825808,0.0159336519,0.0187866206,0.0212106397,0.0174095081,0.0177266650,0.0166084373,0.0425057860,0.1435114975,0.0342882068,0.0367845146,0.0174019087,0.0180887223,0.0204881612,0.0180132697,0.0163780175,0.0152767403,0.0172843949,0.0563332382,0.0359031880,0.0370719149,0.0327285588,0.0245290037,0.0259740004,0.0163943561,0.0170940375,0.0156437243,0.0177616907,0.0546188155,0.0351519430,0.0379353877,0.0383595179,0.0236599751,0.0238073902,0.0160267047,0.0165148998,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF09,0.0189006544,0.0188478351,0.0217180980,0.0330913846,0.0324130958,0.0289473848,0.0204263149,0.0245219734,0.0273822959,0.0195185850,0.0173511764,0.0194757662,0.0316313312,0.0322910454,0.0256818937,0.0197005940,0.0247011398,0.0264077887,0.0170402504,0.0187053751,0.0235052054,0.0308921112,0.0294765235,0.0276788771,0.0195391154,0.0243942834,0.0266460186,0.0374675349,0.0184777736,0.0224633538,0.0310162822,0.0324620849,0.0272140336,0.0203116360,0.0240243739,0.0563919636,0.0365517475,0.0222368051,0.0309664537,0.0277269739,0.0266630193,0.0252583157,0.0252809757,0.0552701237,0.0341058270,0.0186830710,0.0385970772,0.0331771751,0.0278747540,0.0194828800,0.0248015101,0.0247010637,0.0562472320,0.0178113056,0.0186169059,0.0381961427,0.0326293929,0.0360759146,0.0203895982,0.0252954639,0.0244546397,0.0196632045,0.0188853533,0.0365592112,0.0325290360,0.0281690810,0.0203933950,0.0236095808,0.0265342518,0.0184514461,0.0366499611,0.0187360354,0.0333577882,0.0271826356,0.0170618316,0.0170781556,0.0178389263,0.0175965929,0.0624946304,0.1505320969,0.0171155496,0.0363137988,0.0183361694,0.0197360596,0.0215661989,0.0172500391,0.0170913396,0.0168564148,0.0154808688,0.0520573432,0.1475010232,0.0356084365,0.0369040874,0.0178429111,0.0194840310,0.0213135412,0.0172263240,0.0177296605,0.0166590710,0.0416514247,0.1419726162,0.0351817841,0.0352974672,0.0186452376,0.0187797230,0.0201923020,0.0184548027,0.0164976002,0.0169137664,0.0160589657,0.0557899754,0.0361964895,0.0365546130,0.0332410066,0.0239787725,0.0258491801,0.0176121922,0.0161590009,0.0166175539,0.0164174844,0.0542124848,0.0345500093,0.0381628933,0.0372801078,0.0246064245,0.0244996508,0.0174058215,0.0175638489,0.0178210426,,,,,,,,,,,,,,,,,,,,,,,,,
